step,winner,endpoint_factor,edge_factor
24,-1,0.495894,0.145299
25,-1,0.862561,0.340812
26,-1,0.396429,0.281624
0,1,0,0
1,1,-0.283333,-0.211111
2,1,-0.666667,-0.444444
3,1,-1.04167,-0.64881
4,1,-1.28333,-0.909921
5,1,-1.16667,-0.912698
6,1,-1.31667,-1.18056
7,1,-0.908333,-0.97619
8,1,-1.38333,-1.18452
9,1,-0.57381,-0.767857
10,1,-1.36667,-1.1873
11,1,-1.04091,-0.944444
12,1,-1.67424,-1.12778
13,1,-0.713986,-0.688889
14,1,-0.424242,-0.462698
15,1,0.561905,-0.207143
0,1,0,0
1,1,0.283333,0.211111
2,1,0,0
3,1,0.408333,0.204365
4,1,0,0
5,1,0.5,0.205159
6,1,0.25,0.227381
7,1,1.14286,0.952381
8,1,0.642857,0.775794
9,1,1.31667,0.990079
10,1,0.516667,0.573413
11,1,0.310256,0.431746
12,1,0.760256,0.907937
13,1,1.17692,1.11905
14,1,0.436447,0.973413
15,1,0.686447,0.95119
16,1,0.238034,0.740079
17,1,0.717832,0.948413
18,1,0.217832,0.756746
19,1,0.467832,0.734524
20,1,0.351166,0.731746
21,1,1.56581,1.31306
22,1,0.74359,0.896392
23,1,0.1,0.567857
24,1,0.457479,0.684163
25,1,0.825794,0.496032
26,1,1.04441,0.683838
27,1,1.12774,0.683838
28,1,0.911075,0.70404
29,1,1.6631,1.09185
30,1,0.543254,0.465909
31,1,0.676587,0.369372
0,1,0,0
1,1,0.5,0.208333
2,1,0,0
3,1,0.505952,0.214286
4,1,0.222222,0.00595238
5,1,0.512698,0.22381
6,1,0.762698,0.484921
7,1,1.27742,0.725397
8,1,0.884066,1.0627
9,1,1.13407,1.0377
10,1,0.717399,0.826587
